,name (zolpidem),similarity (zolpidem),name (eszopiclone),similarity (eszopiclone),name (zaleplon),similarity (zaleplon),name (trazodone),similarity (trazodone),name (amitriptyline),similarity (amitriptyline),name (mirtazapine),similarity (mirtazapine),name (doxepin),similarity (doxepin),name (lorazepam),similarity (lorazepam),name (clonazepam),similarity (clonazepam),name (temazepam),similarity (temazepam),name (triazolam),similarity (triazolam),name (melatonin),similarity (melatonin),name (atorvastatin),similarity (atorvastatin)
10,Pramipexole,0.6125658750534058,divalproex_sodium,0.6986679434776306,Lamotrigine,0.7001088857650757,escitalopram_oxalate,0.6425395011901855,citalopram_Celexa,0.6773360967636108,Paxil_paroxetine,0.6976090669631958,oxcarbazepine,0.6712919473648071,cheap_tramadol,0.5359139442443848,Oxycontin_Percocet,0.6445472240447998,chlorpromazine,0.6101396679878235,omeprazole_Prilosec,0.6845751404762268,circadian_rhythm,0.6109416484832764,pravastatin,0.6626036763191223
11,levetiracetam,0.6087931394577026,aplindore,0.6977733373641968,Zolpimist,0.6992701292037964,EFFEXOR_XR,0.6377133727073669,monoamine_oxidase_inhibitors,0.6746420860290527,risperidone_Risperdal,0.6961686611175537,quetiapine_Seroquel,0.6657524108886719,buspirone,0.5306130647659302,hydrocodone,0.6429646611213684,sodium_amytal,0.6097650527954102,##mg_###mg,0.6840615272521973,seratonin,0.6031829714775085,telmisartan,0.6526016592979431
12,oxcarbazepine,0.6077562570571899,insulin_detemir,0.6960132122039795,oxybutynin,0.697856605052948,Zoloft_sertraline,0.6362318396568298,venlafaxine,0.6744282245635986,paroxetine_Paxil,0.6961578130722046,risperidone_Risperdal,0.6638912558555603,hydrocodone,0.5278763771057129,Roxicodone,0.6418228149414062,Barbiturates,0.6078928709030151,Haloperidol,0.6836719512939453,neurotransmitter_GABA,0.6020426154136658,perindopril,0.6509343981742859
13,Sinemet,0.6074027419090271,guanfacine,0.6908793449401855,orally_disintegrating,0.6971851587295532,Abilify_aripiprazole,0.6319952607154846,mirtazapine,0.6716686487197876,ziprasidone,0.6957521438598633,Eszopiclone,0.6609359979629517,generic_tramadol,0.5252307653427124,Endocet,0.6413608193397522,pethidine,0.6071590185165405,ergotamine,0.6832579374313354,pineal_gland,0.5981758832931519,Ramipril,0.6489386558532715
14,venlafaxine,0.6065342426300049,Focalin_XR,0.6907690763473511,divalproex_sodium,0.695676326751709,oxcarbazepine,0.6315259337425232,venlafaxine_Effexor,0.6710776090621948,anakinra,0.6950358152389526,selegiline,0.6596382856369019,Xanax,0.5250593423843384,Loritab,0.6406840682029724,Zolpidem,0.6059808731079102,Prozac_fluoxetine,0.6831860542297363,thyroid_hormone,0.5978543758392334,Clopidogrel,0.6467651128768921
15,fluoxetine,0.6044857501983643,tolterodine,0.6896997690200806,Budesonide,0.6951431035995483,Prozac_fluoxetine,0.6310678720474243,tizanidine,0.6703430414199829,efalizumab,0.6947380900382996,fluoxetine_Prozac,0.6592850685119629,Adipex,0.5225806832313538,hydrocodone_Vicodin,0.6405118703842163,anti_convulsant,0.6022534370422363,chlorpromazine,0.6825765371322632,circadian,0.5978254079818726,salmeterol,0.6464219093322754
16,doxepin,0.603514552116394,guanfacine_extended_release,0.6890672445297241,pioglitazone_HCl,0.6949863433837891,SNRI,0.6290963292121887,cetirizine,0.6694809198379517,leflunomide,0.6938292980194092,monoamine_oxidase_inhibitor,0.6575720310211182,dreampharmaceuticals,0.5219390988349915,muscle_relaxer,0.6382489800453186,dilaudid,0.600906252861023,Catapres,0.6817426085472107,thyroid_hormones,0.5957460403442383,glimepiride,0.6419540047645569
17,nortriptyline,0.5981824398040771,rufinamide,0.6889768838882446,INVEGA_SUSTENNA,0.6947106122970581,Ropinirole,0.6283012628555298,Amitriptyline,0.6687389612197876,SNRI,0.693050742149353,clozapine_Clozaril,0.6564974784851074,bactrim,0.5212063789367676,Rivotril,0.6372487545013428,diazepam,0.6005940437316895,alfuzosin,0.6812772750854492,cortisol,0.5923129320144653,ATACAND,0.6381909847259521
18,baclofen,0.5981090068817139,venlafaxine_XR,0.6816354393959045,loxapine,0.694290041923523,prescription_antihistamine,0.6278311014175415,selegiline,0.6683796644210815,citalopram_Celexa,0.6917017698287964,RISPERDAL,0.655320942401886,Atarax,0.5208635330200195,Flexeril,0.6317992210388184,Phenytoin,0.5978237390518188,Phenytoin,0.6806004643440247,melatonin_receptors,0.5870178937911987,amlodipine,0.6380029916763306
19,chlorpromazine,0.5963228940963745,glatiramer_acetate,0.6816035509109497,sufentanil,0.6940135955810547,mg_Tablets,0.6276443004608154,citalopram,0.667320191860199,triptan,0.6913173198699951,Sinemet,0.6548739671707153,Valium,0.5204567909240723,Valium_Xanax,0.630361795425415,Dormicum,0.5964261293411255,tizanidine,0.6800622344017029,hormone,0.5856383442878723,Zocor_simvastatin,0.6368356943130493
20,zolpidem_tartrate,0.5962330102920532,zaleplon,0.6810547113418579,octreotide_acetate,0.6940022706985474,Imovane,0.6255021691322327,anticholinergics,0.6669145822525024,RISPERDAL_®,0.6911287307739258,tizanidine,0.6547578573226929,advair,0.5196416974067688,Hydrocodone,0.6292022466659546,TFMPP,0.5962609052658081,Azithromycin,0.6797538995742798,serotonin_neurotransmitter,0.5839728116989136,statins,0.6364134550094604
21,ropinirole,0.5955371260643005,ziprasidone,0.6803497672080994,zolmitriptan,0.693635106086731,hydrochloride_tablets,0.6248123049736023,Imipramine,0.6662782430648804,idraparinux,0.6910614371299744,reuptake_inhibitor,0.6536648273468018,levitra,0.5184711217880249,Zanax,0.6285006999969482,Imipramine,0.5959270000457764,cyclobenzaprine,0.6794030070304871,chemical_dopamine,0.5807592868804932,fenofibrate,0.6362713575363159
22,quetiapine,0.5953775644302368,AGILECT_R,0.6800848245620728,Interferon_alpha,0.6928099393844604,nefazodone,0.6242525577545166,Quetiapine,0.6645113229751587,tocilizumab,0.6903822422027588,divalproex_sodium,0.6529766321182251,softtabs,0.5184416770935059,Atarax,0.6281986236572266,Midazolam,0.5951133370399475,Axid,0.6792598962783813,theanine,0.5807003378868103,rosiglitazone,0.6355644464492798
23,##mg_doses,0.5943610668182373,KAPIDEX,0.6799697875976562,pregabalin_Lyrica,0.6912712454795837,Fluoxetine,0.6242146492004395,Haloperidol,0.6643736362457275,reuptake_inhibitor,0.689297080039978,Tofranil,0.6529262661933899,nexium,0.5170644521713257,muscle_relaxant_Soma,0.6273279786109924,amitriptyline,0.5947816371917725,Methylphenidate,0.6792594194412231,Vitamin_D,0.5803216695785522,angiotensin_receptor_blocker_ARB,0.6346097588539124
24,Venlafaxine,0.5942755937576294,rotigotine,0.6793768405914307,cromolyn_sodium,0.6910234093666077,zolpidem_tartrate,0.6234596967697144,phenytoin,0.6604397296905518,fluvoxamine,0.6887243390083313,tricyclic_antidepressants,0.6528671979904175,generic_propecia,0.5162125825881958,narcotic_analgesic,0.626455545425415,Disulfiram,0.5933624505996704,dihydroergotamine,0.6787701845169067,estrogen,0.5788467526435852,tamsulosin,0.6338587999343872
25,dronabinol,0.5927152633666992,RAPTIVA,0.6787064671516418,Topiramate,0.690203070640564,orally_disintegrating,0.6234253644943237,diazepam_Valium,0.6595914363861084,antiemetic,0.6871321797370911,tiagabine,0.6527044773101807,Carisoprodol,0.5156641006469727,Vicoden,0.6253297328948975,buspirone,0.5933399200439453,Paxil_paroxetine,0.6780925989151001,chemical_serotonin,0.578195333480835,fluvastatin,0.6330533027648926
26,metoprolol,0.5925861597061157,INVEGA_SUSTENNA,0.6785749197006226,Zelapar,0.690122127532959,Zolpimist,0.622377872467041,Risperidone,0.656106173992157,Metoprolol,0.6868681311607361,MAO_inhibitor,0.6524666547775269,canadian_pharmacy,0.5148804187774658,Lorcet,0.6252934336662292,prescribed_sleeping_pills,0.5922238826751709,Hydroxyzine,0.6780344247817993,vitamin_D3,0.5759646892547607,ezetimibe,0.6316378116607666
27,SSRI_selective_serotonin,0.5920111536979675,APTIVUS_r,0.6784865856170654,Sinemet,0.6900906562805176,diabetic_neuropathic_pain,0.6219446659088135,##mg_doses,0.6558002829551697,mometasone,0.686397910118103,fluvoxamine,0.6524579524993896,Diazepam,0.514121413230896,Percoset,0.624607503414154,phenobarbital,0.5919962525367737,ULTRAM_ER,0.6768949031829834,leptin,0.5755770206451416,metformin,0.6315099000930786
28,benzodiazepine,0.5915374755859375,sitaxsentan,0.6778014302253723,mometasone,0.6899815797805786,zafirlukast,0.6216928362846375,ziprasidone,0.6543073654174805,mycophenolate_mofetil,0.686113715171814,serotonin_norepinephrine_reuptake_inhibitor,0.6521685123443604,doxycycline,0.5134797096252441,Soma_pills,0.6226582527160645,Trazadone,0.5913044214248657,pimozide,0.6766627430915833,hormone_cortisol,0.5705393552780151,ezetimibe_simvastatin,0.6307198405265808
29,clomipramine,0.5904707908630371,MEVACOR,0.677173912525177,Ropinirole,0.6891138553619385,Valium_diazepam,0.6199525594711304,paroxetine_Paxil,0.6541617512702942,nortriptyline,0.6860244274139404,omeprazole_Prilosec,0.6516053080558777,flomax,0.512525737285614,oxycodone_hydrocodone,0.6215776205062866,benzodiazepine,0.5894566774368286,propafenone,0.6760830879211426,hormone_prolactin,0.5690008401870728,alendronate,0.6295450925827026
30,guanfacine,0.5904072523117065,rasagiline,0.67613285779953,tizanidine,0.6882786750793457,tricyclic_antidepressant,0.6191953420639038,fluoxetine,0.6531844735145569,flecainide,0.6852995157241821,Ramelteon,0.6511569023132324,Fioricet,0.5119544267654419,medication_Xanax,0.6208162307739258,muscle_relaxant,0.5878831148147583,nonstimulant,0.6751862168312073,hormone_serotonin,0.5685187578201294,losartan,0.6284308433532715
31,flumazenil,0.5894485712051392,tapentadol_ER,0.676010251045227,Galantamine,0.6867027878761292,oxycodone_hydrochloride,0.6186519861221313,oral_antihistamines,0.6516804695129395,pimozide,0.6852666139602661,danazol,0.6507769823074341,viagra,0.5110910534858704,Methodone,0.6201828718185425,barbituates,0.5876338481903076,monoamine_oxidase_inhibitors,0.6750432252883911,forskolin,0.565934419631958,cilostazol,0.6281032562255859
32,Topiramate,0.5881061553955078,LUNESTA,0.6748740673065186,metformin_HCl,0.6859629154205322,###mg_###mg,0.6186249256134033,betamethasone,0.6513934135437012,Mirtazapine,0.685103714466095,citalopram_Celexa,0.6505024433135986,ativan,0.5109189748764038,Butalbital,0.6201337575912476,chlorpheniramine,0.5843822360038757,Eszopiclone,0.6750062108039856,caffeine,0.5650006532669067,esomeprazole,0.6245886087417603
33,Ambien,0.5877565741539001,efalizumab,0.6746382713317871,esomeprazole_Nexium,0.6848022937774658,Paxil_paroxetine,0.6182287335395813,fluoxetine_Prozac,0.6512624025344849,Topiramate,0.6844879388809204,RISPERDAL_®,0.6497506499290466,adipex,0.5108943581581116,Phenytoin,0.6194220781326294,morphine_sulphate,0.5833020210266113,Tofranil,0.6749962568283081,GABA,0.5649228096008301,enoxaparin,0.6238694787025452
34,narcotic_analgesic,0.5870347023010254,Pramipexole,0.6741797924041748,lanreotide,0.6845368146896362,Catapres,0.6179348230361938,flecainide,0.6504073739051819,zolmitriptan,0.683756947517395,Zaleplon,0.6495363712310791,clomid,0.5108298659324646,Axid,0.6192048192024231,codeine_phosphate,0.5829294323921204,diazepam_Valium,0.6745744943618774,amino_acid_tryptophan,0.5645554065704346,olmesartan,0.6227338314056396
35,zopiclone,0.586483359336853,EFFEXOR_XR,0.6737903952598572,intranasal_formulation,0.6844106912612915,Neurontin_gabapentin,0.6177170872688293,MAO_inhibitors,0.6500915884971619,tricyclic_antidepressant,0.6833484172821045,efalizumab,0.6475697755813599,phentermine,0.50985187292099,klonopin,0.6185204386711121,Rivotril,0.5822686553001404,oxycodone_hydrochloride,0.6742074489593506,glutathione,0.5630742907524109,tolvaptan,0.6215916872024536
36,selegiline,0.585828959941864,teriflunomide,0.6723406314849854,Mirtazapine,0.6838773488998413,CONCERTA,0.6167738437652588,Paroxetine,0.6498093605041504,fluticasone,0.6827539205551147,rabeprazole,0.6472704410552979,Midazolam,0.5089106559753418,suboxone,0.6178988218307495,Clonazepam,0.5820481777191162,buspirone,0.6741383075714111,nitric_oxide,0.563045859336853,eplerenone,0.6203714609146118
37,Ambien_CR,0.585566520690918,pioglitazone_HCl,0.67210853099823,Sporanox,0.6834439039230347,INVEGA_R,0.616660475730896,Atarax,0.6493303775787354,rufinamide,0.6826798915863037,INVEGA_SUSTENNA,0.6470521688461304,viagra_uk,0.5087474584579468,Hydromorphone,0.6168863773345947,Valium,0.5817883014678955,oxcarbazepine,0.6741267442703247,genistein,0.562860369682312,Atacand,0.6202757954597473
38,sertraline_Zoloft,0.5854393243789673,MoxDuo_TM_IR,0.6720751523971558,Orally_Disintegrating_Tablets,0.6830767393112183,Sitagliptin,0.6166586875915527,pimozide,0.6491047739982605,paliperidone_palmitate,0.6825765371322632,ROZEREM,0.647030770778656,hydroxyzine,0.5082757472991943,hydroxyzine,0.6166108250617981,clomipramine,0.5815521478652954,Valium_Xanax,0.6741009950637817,hormone_ghrelin,0.5627813339233398,enalapril,0.6195238828659058
39,zaleplon,0.584815502166748,Eszopiclone,0.6720626950263977,orally_inhaled,0.6829267740249634,Zolpidem,0.616178572177887,phenobarbital,0.6489911079406738,guanfacine,0.6821154356002808,Silenor_®,0.646243691444397,viagra_cialis_levitra,0.5071662068367004,codeine_phosphate,0.6160210371017456,anxiolytics,0.5807887315750122,Effexor_venlafaxine,0.6739991903305054,ghrelin_hormone,0.5624262690544128,strontium_ranelate,0.6179111003875732
40,Requip,0.5844696760177612,Cipralex_®,0.6715924739837646,buspirone,0.6827967166900635,Sinemet,0.6161631941795349,SSRI_selective_serotonin,0.648896336555481,Zomig,0.6821063160896301,dronabinol,0.6461217403411865,propecia_propecia,0.5069840550422668,buspirone,0.6153987050056458,relaxants,0.5800298452377319,Carbamazepine,0.6738160848617554,circadian_cycle,0.5622437000274658,COPAXONE_R,0.6177399158477783
41,pimozide,0.5837309956550598,Ramelteon,0.6712008118629456,fluticasone_propionate,0.6825457811355591,tramadol_acetaminophen,0.6155997514724731,hydrocortisone,0.6487051844596863,Gaboxadol,0.6820999979972839,MEVACOR,0.6460953950881958,lortab,0.5058457851409912,Librium,0.613548755645752,methodone,0.5799897313117981,EFFEXOR_XR,0.6730049848556519,cortisol_levels,0.5617043972015381,antiplatelet_agent,0.6167795658111572
42,topiramate_Topamax,0.5835305452346802,mirtazapine,0.6706517338752747,Gaboxadol,0.6824734807014465,venlafaxine_Effexor,0.6155540943145752,tricyclic,0.6483317613601685,ziconotide,0.6818691492080688,Topiramate,0.6457098722457886,propecia,0.5051137804985046,Zolpidem,0.613489031791687,Diphenhydramine,0.5796544551849365,anxiolytic,0.6729267835617065,adenosine,0.5614379644393921,Telmisartan,0.6148840188980103
43,cyclobenzaprine,0.5832600593566895,tocilizumab,0.6702417135238647,clomipramine,0.6823912858963013,Orally_Disintegrating_Tablets,0.6153162717819214,primidone,0.6481050252914429,fluticasone_propionate,0.6817514896392822,Venlafaxine,0.6456993818283081,Buspar,0.5041927099227905,oxycodone_hydrochloride,0.6130273342132568,sedative_midazolam,0.5792195796966553,Lopressor,0.67261803150177,suppresses_appetite,0.5603042840957642,antihypertensive_drugs,0.6144274473190308
44,Vimpat,0.5831930041313171,zolmitriptan,0.6702193021774292,propafenone,0.6822584867477417,Keppra_XR_TM,0.6151669025421143,##mg_dose,0.6464688777923584,ramelteon,0.6812604665756226,triazolam,0.6444821357727051,plavix,0.5031735301017761,Ativan,0.6120303869247437,demerol,0.5784293413162231,topiramate_Topamax,0.671961784362793,melatonin_secretion,0.559170126914978,donepezil,0.6144204139709473
45,Zopiclone,0.5831762552261353,oxycodone_CR,0.668952465057373,buccal_tablet,0.682030439376831,Indacaterol,0.6151440143585205,hydroxychloroquine,0.645294189453125,Milnacipran,0.6811108589172363,Axid,0.6444299221038818,ultram,0.5028936266899109,Valium_diazepam,0.6102743744850159,klonopin,0.5784032940864563,Adipex_P,0.6713273525238037,hormone_leptin,0.5580044984817505,carvedilol,0.6143880486488342
46,Gabapentin,0.5828349590301514,Betaferon_R,0.6686291694641113,Catapres,0.6816814541816711,trospium_chloride,0.6150593757629395,ranitidine,0.6451231241226196,DFMO,0.680400013923645,conventional_antipsychotics,0.6441130638122559,vardenafil,0.502295196056366,triazolam,0.6101530194282532,paracetemol,0.577623724937439,narcotic_analgesic,0.6712287664413452,kisspeptin,0.5578672289848328,atorvastatin_Lipitor,0.6141794323921204
47,L_DOPA,0.5806375741958618,oral_rivaroxaban,0.6685798168182373,Gabapentin,0.6813468337059021,oral_rivaroxaban,0.6145591735839844,rabeprazole,0.6444188356399536,divalproex_sodium,0.6800843477249146,Eltrombopag,0.6438859701156616,ambien,0.5022336840629578,cyclobenzaprine,0.6073372960090637,pimozide,0.5770377516746521,Imipramine,0.6704843640327454,dopamine,0.557665228843689,pantoprazole,0.6134705543518066
48,sedative_hypnotic,0.5794599056243896,tegaserod,0.6682045459747314,reuptake_inhibitor,0.6812408566474915,nateglinide,0.6145408749580383,omeprazole_Prilosec,0.6443506479263306,visilizumab,0.680012583732605,octreotide_acetate,0.6438491344451904,rx,0.5018272399902344,Citalopram,0.6067696809768677,cannabis_amphetamines,0.5768681168556213,SSRI_selective_serotonin,0.6700034141540527,hormones,0.556075394153595,efavirenz,0.6132438778877258
49,anticonvulsant,0.5789588689804077,abacavir_lamivudine,0.6679232716560364,eszopiclone,0.6810547113418579,Kaletra_tablets,0.6145145893096924,imipramine,0.6441535949707031,Ropinirole,0.6796438694000244,zaleplon,0.6438140869140625,accutane,0.5009074211120605,Hydroxyzine,0.6064321994781494,Fluoxetine,0.5767476558685303,Paroxetine,0.6698504686355591,reproductive_hormones,0.5559759736061096,bivalirudin,0.613092303276062
50,dextroamphetamine,0.5788455009460449,Neupro_R,0.6671121120452881,rabeprazole,0.6804609298706055,Sanctura_XR,0.6144698262214661,EFFEXOR_XR,0.643809974193573,quetiapine,0.6791115999221802,buspirone,0.643600583076477,amitriptyline,0.5006784200668335,Imipramine,0.6058417558670044,anti_depressants,0.5761557817459106,opiod,0.6693391799926758,fetal_hemoglobin,0.5557093620300293,atorvastatin_calcium,0.6129998564720154
51,Imovane,0.5781980752944946,Vimpat_R,0.6670781373977661,Proquin_XR,0.679922342300415,SSRI_selective_serotonin,0.6140713691711426,benazepril,0.6437637805938721,AZILECT,0.678735613822937,Paroxetine,0.6428753137588501,cyalis,0.49966931343078613,Valium_Vicodin,0.6045300364494324,chlordiazepoxide,0.5753173828125,Theophylline,0.6691389083862305,neurotransmitter_dopamine,0.5556298494338989,lamotrigine,0.6125526428222656
52,hypnotics,0.5779500007629395,GAMMAGARD,0.6665284037590027,pamidronate,0.6798903942108154,aripiprazole,0.6139035224914551,Zoloft_sertraline,0.6434649229049683,APTIVUS_r,0.6783328056335449,Fluoxetine,0.6428325176239014,medication_Xanax,0.4995995759963989,dilaudid,0.6038963794708252,Cabergoline,0.5745824575424194,Ultracet,0.6688504219055176,epicatechin,0.5554696321487427,proton_pump_inhibitor,0.6122487187385559
53,imipramine,0.5772944688796997,###mg/day,0.6663479208946228,administered_intranasally,0.6782726049423218,cephalexin,0.6137452125549316,Tricyclic_antidepressants,0.6432780027389526,fluoxetine_Prozac,0.6780534982681274,KETEK,0.6426378488540649,cialis,0.49951717257499695,chlordiazepoxide,0.602627694606781,unprescribed,0.5744029879570007,Telithromycin,0.6684978008270264,prolactin,0.55524742603302,tocilizumab,0.612162709236145
54,donepezil,0.5771154165267944,tasimelteon,0.666034996509552,Ramelteon,0.6779994368553162,long_acting_beta2,0.6136593222618103,antiepileptics,0.6432697176933289,tolterodine,0.6775823831558228,Galantamine,0.642487645149231,generic_viagra,0.4993475079536438,sedative_midazolam,0.6024127006530762,Efexor,0.5738859176635742,Mirtazapine,0.6679959297180176,prostaglandin,0.5546953678131104,unfractionated_heparin,0.6121311187744141
55,aripiprazole,0.576727569103241,Sinemet,0.6655405163764954,carbidopa,0.6779382228851318,Toviaz,0.6128326058387756,acarbose,0.6432474851608276,sertraline,0.6771386861801147,PEGINTRON_TM,0.6423174142837524,zoloft,0.49926817417144775,Fluoxetine,0.6019548177719116,hypnotics,0.5724254250526428,flecainide,0.6666918396949768,leptin_hormone,0.5546678304672241,zoledronic_acid,0.6120069622993469
56,dextromethorphan,0.576378583908081,NPH_insulin,0.6652132272720337,venlafaxine_Effexor,0.6778236627578735,clomipramine,0.612765908241272,Carvedilol,0.6417198181152344,INVEGA_®,0.6769687533378601,Paxil_paroxetine,0.6418338418006897,diflucan,0.49926576018333435,Percocet,0.6016515493392944,dextroamphetamine,0.5720338225364685,Neurontin_gabapentin,0.6666079759597778,melanopsin,0.554450273513794,lipid_lowering_drugs,0.611855149269104
57,lacosamide,0.5757620334625244,palonosetron,0.6651636362075806,pimozide,0.6777141094207764,Requip_XL,0.6127484440803528,Olanzapine,0.6415881514549255,timolol,0.6768091917037964,flecainide,0.6417584419250488,flumazenil_rescue_drug,0.4981216490268707,narcotic_hydrocodone,0.6012213230133057,hydroxyzine,0.5716941356658936,Ionamin,0.6664528846740723,vitamin_B1,0.5542681813240051,statin_therapy,0.6110678911209106
58,Lamotrigine,0.5737499594688416,fluvoxamine,0.6651206612586975,Detrol_LA,0.6770988702774048,oxybutynin,0.6123162508010864,carbamazepine,0.6414557099342346,antiplatelet_agent,0.6767332553863525,galantamine,0.6416659355163574,Flexeril,0.49772703647613525,meprobamate,0.6008120179176331,lignocaine,0.571685791015625,chlordiazepoxide,0.6664060354232788,CoQ##,0.553116500377655,pioglitazone_HCl,0.6110142469406128
59,Olanzapine,0.5731588006019592,gaboxadol,0.6648411750793457,Orally_administered,0.6770142912864685,sertraline,0.6118054389953613,MAOI,0.6405156850814819,antimuscarinic,0.676324188709259,Zolpimist,0.6414471864700317,carisoprodol,0.49689850211143494,sertraline_Zoloft,0.6005011796951294,muscle_relaxer,0.5715183615684509,Fluoxetine,0.6659834384918213,calcitriol,0.5529173612594604,bezafibrate,0.6108186841011047
60,neuroleptic,0.5729269981384277,Gaboxadol,0.6645192503929138,carbidopa_levodopa,0.6765666007995605,oxycodone_acetaminophen,0.6114247441291809,pentoxifylline,0.6393812894821167,Venlafaxine,0.6762701869010925,pimozide,0.6413299441337585,midazolam,0.4965175986289978,Carisoprodol,0.6003643870353699,Haloperidol,0.571511447429657,narcotic_analgesics,0.6658432483673096,retinoic_acid,0.5521215200424194,olanzapine,0.6104797124862671
61,tizanidine,0.5728664398193359,Onbrez_Breezhaler,0.664480447769165,MEVACOR,0.6764577031135559,topiramate_Topamax,0.6111823320388794,neuroleptic,0.6388691663742065,primidone,0.6762312054634094,eszopiclone,0.6410195827484131,cheap_levitra,0.4960573613643646,Oxycodone,0.6002848148345947,paracetamol,0.5711900591850281,Sinemet,0.665642499923706,vitamin_B6,0.5519354343414307,spironolactone,0.6096125841140747
